id,name,affect,time
1,南极环极洋流,强烈影响,常年性影响
2,南极环极洋流,强烈影响,常年性影响
3,南极环极洋流,强烈影响,常年性影响
4,南极环极洋流,强烈影响,常年性影响
5,南极环极洋流,强烈影响,常年性影响
6,南极环极洋流,强烈影响,常年性影响
7,南极环极洋流,强烈影响,常年性影响
8,南极环极洋流,强烈影响,常年性影响
9,南极环极洋流,强烈影响,常年性影响
10,南极环极洋流,强烈影响,常年性影响
11,南极环极洋流,强烈影响,常年性影响
12,南极环极洋流,强烈影响,常年性影响
13,南极环极洋流,强烈影响,常年性影响
14,南极环极洋流,强烈影响,常年性影响
15,南极环极洋流,强烈影响,常年性影响
16,南极环极洋流,强烈影响,常年性影响
17,南极环极洋流,强烈影响,常年性影响
18,南极环极洋流,强烈影响,常年性影响
19,南极环极洋流,强烈影响,常年性影响
20,南极环极洋流,强烈影响,常年性影响
21,南极环极洋流,强烈影响,常年性影响
22,南极环极洋流,强烈影响,常年性影响
23,南极环极洋流,强烈影响,常年性影响
24,南极环极洋流,强烈影响,常年性影响
25,南极环极洋流,强烈影响,常年性影响
26,南极环极洋流,强烈影响,常年性影响
27,南极环极洋流,强烈影响,常年性影响
28,南极环极洋流,强烈影响,常年性影响
29,南极环极洋流,强烈影响,常年性影响
30,南极环极洋流,强烈影响,常年性影响
31,南极环极洋流,强烈影响,常年性影响
32,南极环极洋流,强烈影响,常年性影响
33,南极环极洋流,强烈影响,常年性影响
34,南极环极洋流,强烈影响,常年性影响
35,南极环极洋流,强烈影响,常年性影响
36,南极环极洋流,强烈影响,常年性影响
37,南极环极洋流,强烈影响,常年性影响
38,南极环极洋流,强烈影响,常年性影响
39,南极环极洋流,强烈影响,常年性影响
40,南极环极洋流,强烈影响,常年性影响
41,南极环极洋流,强烈影响,常年性影响
42,南极环极洋流,强烈影响,常年性影响
43,南极环极洋流,强烈影响,常年性影响
44,南极环极洋流,强烈影响,常年性影响
45,南极环极洋流,强烈影响,常年性影响
46,南极环极洋流,强烈影响,常年性影响
47,南极环极洋流,强烈影响,常年性影响
48,南极环极洋流,强烈影响,常年性影响
49,南极环极洋流,强烈影响,常年性影响
50,南极环极洋流,强烈影响,常年性影响
51,南极环极洋流,强烈影响,常年性影响
52,南极环极洋流,强烈影响,常年性影响
53,南极环极洋流,强烈影响,常年性影响
54,南极环极洋流,强烈影响,常年性影响
55,南极环极洋流,强烈影响,常年性影响
56,南极环极洋流,强烈影响,常年性影响
57,南极环极洋流,强烈影响,常年性影响
58,南极环极洋流,强烈影响,常年性影响
59,南极环极洋流,强烈影响,常年性影响
60,南极环极洋流,强烈影响,常年性影响
61,南极环极洋流,强烈影响,常年性影响
62,南极环极洋流,强烈影响,常年性影响
63,南极环极洋流,强烈影响,常年性影响
64,南极环极洋流,强烈影响,常年性影响
65,南极环极洋流,强烈影响,常年性影响
66,南极环极洋流,强烈影响,常年性影响
67,南极环极洋流,强烈影响,常年性影响
68,南极环极洋流,强烈影响,常年性影响
69,南极环极洋流,强烈影响,常年性影响
70,南极环极洋流,强烈影响,常年性影响
71,南极环极洋流,强烈影响,常年性影响
72,南极环极洋流,强烈影响,常年性影响
73,南极环极洋流,强烈影响,常年性影响
74,南极环极洋流,强烈影响,常年性影响
75,南极环极洋流,强烈影响,常年性影响
76,南极环极洋流,强烈影响,常年性影响
77,南极环极洋流,强烈影响,常年性影响
78,南极环极洋流,强烈影响,常年性影响
79,南极环极洋流,强烈影响,常年性影响
80,南极环极洋流,强烈影响,常年性影响
81,南极环极洋流,强烈影响,常年性影响
82,南极环极洋流,强烈影响,常年性影响
83,南极环极洋流,强烈影响,常年性影响
84,南极环极洋流,强烈影响,常年性影响
85,南极环极洋流,强烈影响,常年性影响
86,南极环极洋流,强烈影响,常年性影响
87,南极环极洋流,强烈影响,常年性影响
88,南极环极洋流,强烈影响,常年性影响
89,南极环极洋流,强烈影响,常年性影响
90,南极环极洋流,强烈影响,常年性影响
91,南极环极洋流,强烈影响,常年性影响
92,南极环极洋流,强烈影响,常年性影响
93,南极环极洋流,强烈影响,常年性影响
94,南极环极洋流,强烈影响,常年性影响
95,南极环极洋流,强烈影响,常年性影响
96,南极环极洋流,强烈影响,常年性影响
97,南极环极洋流,强烈影响,常年性影响
98,南极环极洋流,强烈影响,常年性影响
99,南极环极洋流,强烈影响,常年性影响
100,南极环极洋流,强烈影响,常年性影响
101,南极环极洋流,强烈影响,常年性影响
102,南极环极洋流,强烈影响,常年性影响
103,南极环极洋流,强烈影响,常年性影响
104,南极环极洋流,强烈影响,常年性影响
105,南极环极洋流,强烈影响,常年性影响
106,南极环极洋流,强烈影响,常年性影响
107,南极环极洋流,强烈影响,常年性影响
108,南极环极洋流,强烈影响,常年性影响
109,南极环极洋流,强烈影响,常年性影响
110,南极环极洋流,强烈影响,常年性影响
111,南极环极洋流,强烈影响,常年性影响
112,南极环极洋流,强烈影响,常年性影响
113,南极环极洋流,强烈影响,常年性影响
114,南极环极洋流,强烈影响,常年性影响
115,南极环极洋流,强烈影响,常年性影响
116,南极环极洋流,强烈影响,常年性影响
117,南极环极洋流,强烈影响,常年性影响
118,南极环极洋流,强烈影响,常年性影响
119,南极环极洋流,强烈影响,常年性影响
120,南极环极洋流,强烈影响,常年性影响
121,南极环极洋流,强烈影响,常年性影响
122,南极环极洋流,强烈影响,常年性影响
123,南极环极洋流,强烈影响,常年性影响
124,南极环极洋流,强烈影响,常年性影响
125,南极环极洋流,强烈影响,常年性影响
126,南极环极洋流,强烈影响,常年性影响
127,南极环极洋流,强烈影响,常年性影响
128,南极环极洋流,强烈影响,常年性影响
129,南极环极洋流,强烈影响,常年性影响
130,南极环极洋流,强烈影响,常年性影响
131,南极环极洋流,强烈影响,常年性影响
132,南极环极洋流,强烈影响,常年性影响
133,南极环极洋流,强烈影响,常年性影响
134,南极环极洋流,强烈影响,常年性影响
135,南极环极洋流,强烈影响,常年性影响
136,南极环极洋流,强烈影响,常年性影响
137,南极环极洋流,强烈影响,常年性影响
138,南极环极洋流,强烈影响,常年性影响
139,南极环极洋流,强烈影响,常年性影响
140,南极环极洋流,强烈影响,常年性影响
141,南极环极洋流,强烈影响,常年性影响
142,南极环极洋流,强烈影响,常年性影响
143,南极环极洋流,强烈影响,常年性影响
144,南极环极洋流,强烈影响,常年性影响
145,南极环极洋流,强烈影响,常年性影响
146,南极环极洋流,强烈影响,常年性影响
147,南极环极洋流,强烈影响,常年性影响
148,南极环极洋流,强烈影响,常年性影响
149,南极环极洋流,强烈影响,常年性影响
150,南极环极洋流,强烈影响,常年性影响
151,南极环极洋流,强烈影响,常年性影响
152,南极环极洋流,强烈影响,常年性影响
153,南极环极洋流,强烈影响,常年性影响
154,南极环极洋流,强烈影响,常年性影响
155,南极环极洋流,强烈影响,常年性影响
156,南极环极洋流,强烈影响,常年性影响
157,南极环极洋流,强烈影响,常年性影响
158,南极环极洋流,强烈影响,常年性影响
159,南极环极洋流,强烈影响,常年性影响
160,南极环极洋流,强烈影响,常年性影响
161,南极环极洋流,强烈影响,常年性影响
162,南极环极洋流,强烈影响,常年性影响
163,南极环极洋流,强烈影响,常年性影响
164,南极环极洋流,强烈影响,常年性影响
165,南极环极洋流,强烈影响,常年性影响
166,南极环极洋流,强烈影响,常年性影响
167,南极环极洋流,强烈影响,常年性影响
168,南极环极洋流,强烈影响,常年性影响
169,南极环极洋流,强烈影响,常年性影响
170,南极环极洋流,强烈影响,常年性影响
171,南极环极洋流,强烈影响,常年性影响
172,南极环极洋流,强烈影响,常年性影响
173,南极环极洋流,强烈影响,常年性影响
174,南极环极洋流,强烈影响,常年性影响
175,南极环极洋流,强烈影响,常年性影响
176,南极环极洋流,强烈影响,常年性影响
177,南极环极洋流,强烈影响,常年性影响
178,南极环极洋流,强烈影响,常年性影响
179,南极环极洋流,强烈影响,常年性影响
180,南极环极洋流,强烈影响,常年性影响
181,南极环极洋流,强烈影响,常年性影响
182,南极环极洋流,强烈影响,常年性影响
183,南极环极洋流,强烈影响,常年性影响
184,南极环极洋流,强烈影响,常年性影响
185,南极环极洋流,强烈影响,常年性影响
186,南极环极洋流,强烈影响,常年性影响
187,南极环极洋流,强烈影响,常年性影响
188,南极环极洋流,强烈影响,常年性影响
189,南极环极洋流,强烈影响,常年性影响
190,南极环极洋流,强烈影响,常年性影响
191,南极环极洋流,强烈影响,常年性影响
192,南极环极洋流,强烈影响,常年性影响
193,南极环极洋流,强烈影响,常年性影响
194,南极环极洋流,强烈影响,常年性影响
195,南极环极洋流,强烈影响,常年性影响
196,南极环极洋流,强烈影响,常年性影响
197,南极环极洋流,强烈影响,常年性影响
198,南极环极洋流,强烈影响,常年性影响
199,南极环极洋流,强烈影响,常年性影响
200,南极环极洋流,强烈影响,常年性影响
201,南极环极洋流,强烈影响,常年性影响
202,南极环极洋流,强烈影响,常年性影响
203,南极环极洋流,强烈影响,常年性影响
204,南极环极洋流,强烈影响,常年性影响
205,南极环极洋流,强烈影响,常年性影响
206,南极环极洋流,强烈影响,常年性影响
207,南极环极洋流,强烈影响,常年性影响
208,南极环极洋流,强烈影响,常年性影响
209,南极环极洋流,强烈影响,常年性影响
210,南极环极洋流,强烈影响,常年性影响
211,南极环极洋流,强烈影响,常年性影响
212,南极环极洋流,强烈影响,常年性影响
213,南极环极洋流,强烈影响,常年性影响
214,南极环极洋流,强烈影响,常年性影响
215,南极环极洋流,强烈影响,常年性影响
216,南极环极洋流,强烈影响,常年性影响
217,南极环极洋流,强烈影响,常年性影响
218,南极环极洋流,强烈影响,常年性影响
219,南极环极洋流,强烈影响,常年性影响
220,南极环极洋流,强烈影响,常年性影响
221,南极环极洋流,强烈影响,常年性影响
222,南极环极洋流,强烈影响,常年性影响
223,南极环极洋流,强烈影响,常年性影响
224,南极环极洋流,强烈影响,常年性影响
225,南极环极洋流,强烈影响,常年性影响
226,南极环极洋流,强烈影响,常年性影响
227,南极环极洋流,强烈影响,常年性影响
228,南极环极洋流,强烈影响,常年性影响
229,南极环极洋流,强烈影响,常年性影响
230,南极环极洋流,强烈影响,常年性影响
231,南极环极洋流,强烈影响,常年性影响
232,南极环极洋流,强烈影响,常年性影响
233,南极环极洋流,强烈影响,常年性影响
234,南极环极洋流,强烈影响,常年性影响
235,南极环极洋流,强烈影响,常年性影响
236,南极环极洋流,强烈影响,常年性影响
237,南极环极洋流,强烈影响,常年性影响
238,南极环极洋流,强烈影响,常年性影响
239,南极环极洋流,强烈影响,常年性影响
240,南极环极洋流,强烈影响,常年性影响
241,南极环极洋流,强烈影响,常年性影响
242,南极环极洋流,强烈影响,常年性影响
243,南极环极洋流,强烈影响,常年性影响
244,南极环极洋流,强烈影响,常年性影响
245,南极环极洋流,强烈影响,常年性影响
246,南极环极洋流,强烈影响,常年性影响
247,南极环极洋流,强烈影响,常年性影响
248,南极环极洋流,强烈影响,常年性影响
249,南极环极洋流,强烈影响,常年性影响
250,南极环极洋流,强烈影响,常年性影响
251,南极环极洋流,强烈影响,常年性影响
252,南极环极洋流,强烈影响,常年性影响
253,南极环极洋流,强烈影响,常年性影响
254,南极环极洋流,强烈影响,常年性影响
255,南极环极洋流,强烈影响,常年性影响
256,南极环极洋流,强烈影响,常年性影响
257,南极环极洋流,强烈影响,常年性影响
258,南极环极洋流,强烈影响,常年性影响
259,南极环极洋流,强烈影响,常年性影响
260,南极环极洋流,强烈影响,常年性影响
261,南极环极洋流,强烈影响,常年性影响
262,南极环极洋流,强烈影响,常年性影响
263,南极环极洋流,强烈影响,常年性影响
264,南极环极洋流,强烈影响,常年性影响
265,南极环极洋流,强烈影响,常年性影响
266,南极环极洋流,强烈影响,常年性影响
267,南极环极洋流,强烈影响,常年性影响
268,南极环极洋流,强烈影响,常年性影响
269,南极环极洋流,强烈影响,常年性影响
270,南极环极洋流,强烈影响,常年性影响
271,南极环极洋流,强烈影响,常年性影响
272,南极环极洋流,强烈影响,常年性影响
273,南极环极洋流,强烈影响,常年性影响
274,南极环极洋流,强烈影响,常年性影响
275,南极环极洋流,强烈影响,常年性影响
276,南极环极洋流,强烈影响,常年性影响
277,南极环极洋流,强烈影响,常年性影响
278,南极环极洋流,强烈影响,常年性影响
279,南极环极洋流,强烈影响,常年性影响
280,南极环极洋流,强烈影响,常年性影响
281,南极环极洋流,强烈影响,常年性影响
282,南极环极洋流,强烈影响,常年性影响
283,南极环极洋流,强烈影响,常年性影响
284,南极环极洋流,强烈影响,常年性影响
285,南极环极洋流,强烈影响,常年性影响
286,南极环极洋流,强烈影响,常年性影响
287,南极环极洋流,强烈影响,常年性影响
288,南极环极洋流,强烈影响,常年性影响
289,南极环极洋流,强烈影响,常年性影响
290,南极环极洋流,强烈影响,常年性影响
291,南极环极洋流,强烈影响,常年性影响
292,南极环极洋流,强烈影响,常年性影响
293,南极环极洋流,强烈影响,常年性影响
294,南极环极洋流,强烈影响,常年性影响
295,南极环极洋流,强烈影响,常年性影响
296,南极环极洋流,强烈影响,常年性影响
297,南极环极洋流,强烈影响,常年性影响
298,南极环极洋流,强烈影响,常年性影响
299,南极环极洋流,强烈影响,常年性影响
300,南极环极洋流,强烈影响,常年性影响
301,南极环极洋流,强烈影响,常年性影响
302,南极环极洋流,强烈影响,常年性影响
303,南极环极洋流,强烈影响,常年性影响
304,南极环极洋流,强烈影响,常年性影响
305,南极环极洋流,强烈影响,常年性影响
306,南极环极洋流,强烈影响,常年性影响
307,南极环极洋流,强烈影响,常年性影响
308,南极环极洋流,强烈影响,常年性影响
309,南极环极洋流,强烈影响,常年性影响
310,南极环极洋流,强烈影响,常年性影响
311,南极环极洋流,强烈影响,常年性影响
312,南极环极洋流,强烈影响,常年性影响
313,南极环极洋流,强烈影响,常年性影响
314,南极环极洋流,强烈影响,常年性影响
315,南极环极洋流,强烈影响,常年性影响
316,南极环极洋流,强烈影响,常年性影响
317,南极环极洋流,强烈影响,常年性影响
318,南极环极洋流,强烈影响,常年性影响
319,南极环极洋流,强烈影响,常年性影响
320,南极环极洋流,强烈影响,常年性影响
321,南极环极洋流,强烈影响,常年性影响
322,南极环极洋流,强烈影响,常年性影响
323,南极环极洋流,强烈影响,常年性影响
324,南极环极洋流,强烈影响,常年性影响
325,南极环极洋流,强烈影响,常年性影响
326,南极环极洋流,强烈影响,常年性影响
327,南极环极洋流,强烈影响,常年性影响
328,南极环极洋流,强烈影响,常年性影响
329,南极环极洋流,强烈影响,常年性影响
330,南极环极洋流,强烈影响,常年性影响
331,南极环极洋流,强烈影响,常年性影响
332,南极环极洋流,强烈影响,常年性影响
333,南极环极洋流,强烈影响,常年性影响
334,南极环极洋流,强烈影响,常年性影响
335,南极环极洋流,强烈影响,常年性影响
336,南极环极洋流,强烈影响,常年性影响
337,南极环极洋流,强烈影响,常年性影响
338,南极环极洋流,强烈影响,常年性影响
339,南极环极洋流,强烈影响,常年性影响
340,南极环极洋流,强烈影响,常年性影响
341,南极环极洋流,强烈影响,常年性影响
342,南极环极洋流,强烈影响,常年性影响
343,南极环极洋流,强烈影响,常年性影响
344,南极环极洋流,强烈影响,常年性影响
345,南极环极洋流,强烈影响,常年性影响
346,南极环极洋流,强烈影响,常年性影响
347,南极环极洋流,强烈影响,常年性影响
348,南极环极洋流,强烈影响,常年性影响
349,南极环极洋流,强烈影响,常年性影响
350,南极环极洋流,强烈影响,常年性影响
351,南极环极洋流,强烈影响,常年性影响
352,南极环极洋流,强烈影响,常年性影响
353,南极环极洋流,强烈影响,常年性影响
354,南极环极洋流,强烈影响,常年性影响
355,南极环极洋流,强烈影响,常年性影响
356,南极环极洋流,强烈影响,常年性影响
357,南极环极洋流,强烈影响,常年性影响
358,南极环极洋流,强烈影响,常年性影响
359,南极环极洋流,强烈影响,常年性影响
360,南极环极洋流,强烈影响,常年性影响
361,南极环极洋流,强烈影响,常年性影响
362,南极环极洋流,强烈影响,常年性影响
363,南极环极洋流,强烈影响,常年性影响
364,南极环极洋流,强烈影响,常年性影响
365,南极环极洋流,强烈影响,常年性影响
366,南极环极洋流,强烈影响,常年性影响
367,南极环极洋流,强烈影响,常年性影响
368,南极环极洋流,强烈影响,常年性影响
369,南极环极洋流,强烈影响,常年性影响
370,南极环极洋流,强烈影响,常年性影响
371,南极环极洋流,强烈影响,常年性影响
372,南极环极洋流,强烈影响,常年性影响
373,南极环极洋流,强烈影响,常年性影响
374,南极环极洋流,强烈影响,常年性影响
375,南极环极洋流,强烈影响,常年性影响
376,南极环极洋流,强烈影响,常年性影响
377,南极环极洋流,强烈影响,常年性影响
378,南极环极洋流,强烈影响,常年性影响
379,南极环极洋流,强烈影响,常年性影响
380,南极环极洋流,强烈影响,常年性影响
381,南极环极洋流,强烈影响,常年性影响
382,南极环极洋流,强烈影响,常年性影响
383,南极环极洋流,强烈影响,常年性影响
384,南极环极洋流,强烈影响,常年性影响
385,南极环极洋流,强烈影响,常年性影响
386,南极环极洋流,强烈影响,常年性影响
387,南极环极洋流,强烈影响,常年性影响
388,南极环极洋流,强烈影响,常年性影响
389,南极环极洋流,强烈影响,常年性影响
390,南极环极洋流,强烈影响,常年性影响
391,南极环极洋流,强烈影响,常年性影响
392,南极环极洋流,强烈影响,常年性影响
393,南极环极洋流,强烈影响,常年性影响
394,南极环极洋流,强烈影响,常年性影响
395,南极环极洋流,强烈影响,常年性影响
396,南极环极洋流,强烈影响,常年性影响
397,南极环极洋流,强烈影响,常年性影响
398,南极环极洋流,强烈影响,常年性影响
399,南极环极洋流,强烈影响,常年性影响
400,南极环极洋流,强烈影响,常年性影响
401,南极环极洋流,强烈影响,常年性影响
402,南极环极洋流,强烈影响,常年性影响
403,南极环极洋流,强烈影响,常年性影响
404,南极环极洋流,强烈影响,常年性影响
405,南极环极洋流,强烈影响,常年性影响
406,南极环极洋流,强烈影响,常年性影响
407,南极环极洋流,强烈影响,常年性影响
408,南极环极洋流,强烈影响,常年性影响
409,南极环极洋流,强烈影响,常年性影响
410,南极环极洋流,强烈影响,常年性影响
411,南极环极洋流,强烈影响,常年性影响
412,南极环极洋流,强烈影响,常年性影响
413,南极环极洋流,强烈影响,常年性影响
414,南极环极洋流,强烈影响,常年性影响
415,南极环极洋流,强烈影响,常年性影响
416,南极环极洋流,强烈影响,常年性影响
417,南极环极洋流,强烈影响,常年性影响
418,南极环极洋流,强烈影响,常年性影响
419,南极环极洋流,强烈影响,常年性影响
420,南极环极洋流,强烈影响,常年性影响
421,南极环极洋流,强烈影响,常年性影响
422,南极环极洋流,强烈影响,常年性影响
423,南极环极洋流,强烈影响,常年性影响
424,南极环极洋流,强烈影响,常年性影响
425,南极环极洋流,强烈影响,常年性影响
426,南极环极洋流,强烈影响,常年性影响
427,南极环极洋流,强烈影响,常年性影响
428,南极环极洋流,强烈影响,常年性影响
429,南极环极洋流,强烈影响,常年性影响
430,南极环极洋流,强烈影响,常年性影响
431,南极环极洋流,强烈影响,常年性影响
432,南极环极洋流,强烈影响,常年性影响
433,南极环极洋流,强烈影响,常年性影响
434,南极环极洋流,强烈影响,常年性影响
435,南极环极洋流,强烈影响,常年性影响
436,南极环极洋流,强烈影响,常年性影响
437,南极环极洋流,强烈影响,常年性影响
438,南极环极洋流,强烈影响,常年性影响
439,南极环极洋流,强烈影响,常年性影响
440,南极环极洋流,强烈影响,常年性影响
441,南极环极洋流,强烈影响,常年性影响
442,南极环极洋流,强烈影响,常年性影响
443,南极环极洋流,强烈影响,常年性影响
444,南极环极洋流,强烈影响,常年性影响
445,南极环极洋流,强烈影响,常年性影响
446,南极环极洋流,强烈影响,常年性影响
447,南极环极洋流,强烈影响,常年性影响
448,南极环极洋流,强烈影响,常年性影响
449,南极环极洋流,强烈影响,常年性影响
450,南极环极洋流,强烈影响,常年性影响
451,南极环极洋流,强烈影响,常年性影响
452,南极环极洋流,强烈影响,常年性影响
453,南极环极洋流,强烈影响,常年性影响
454,南极环极洋流,强烈影响,常年性影响
455,南极环极洋流,强烈影响,常年性影响
456,南极环极洋流,强烈影响,常年性影响
457,南极环极洋流,强烈影响,常年性影响
458,南极环极洋流,强烈影响,常年性影响
459,南极环极洋流,强烈影响,常年性影响
460,南极环极洋流,强烈影响,常年性影响
461,南极环极洋流,强烈影响,常年性影响
462,南极环极洋流,强烈影响,常年性影响
463,南极环极洋流,强烈影响,常年性影响
464,南极环极洋流,强烈影响,常年性影响
465,南极环极洋流,强烈影响,常年性影响
757,南赤道洋流,强烈影响,常年性影响
758,南赤道洋流,强烈影响,常年性影响
759,南赤道洋流,强烈影响,常年性影响
760,南赤道洋流,强烈影响,常年性影响
761,南赤道洋流,强烈影响,常年性影响
762,南赤道洋流,强烈影响,常年性影响
763,南赤道洋流,强烈影响,常年性影响
764,南赤道洋流,强烈影响,常年性影响
765,南赤道洋流,强烈影响,常年性影响
766,南赤道洋流,强烈影响,常年性影响
767,南赤道洋流,强烈影响,常年性影响
768,南赤道洋流,强烈影响,常年性影响
769,南赤道洋流,强烈影响,常年性影响
770,南赤道洋流,强烈影响,常年性影响
771,南赤道洋流,强烈影响,常年性影响
772,南赤道洋流,强烈影响,常年性影响
773,南赤道洋流,强烈影响,常年性影响
774,南赤道洋流,强烈影响,常年性影响
775,南赤道洋流,强烈影响,常年性影响
812,南赤道洋流,强烈影响,常年性影响
813,南赤道洋流,强烈影响,常年性影响
814,南赤道洋流,强烈影响,常年性影响
846,南赤道洋流,强烈影响,常年性影响
847,南赤道洋流,强烈影响,常年性影响
848,南赤道洋流,强烈影响,常年性影响
849,南赤道洋流,强烈影响,常年性影响
850,南赤道洋流,强烈影响,常年性影响
851,南赤道洋流,强烈影响,常年性影响
852,南赤道洋流,强烈影响,常年性影响
853,南赤道洋流,强烈影响,常年性影响
854,南赤道洋流,强烈影响,常年性影响
855,南赤道洋流,强烈影响,常年性影响
856,南赤道洋流,强烈影响,常年性影响
857,南赤道洋流,强烈影响,常年性影响
858,南赤道洋流,强烈影响,常年性影响
